index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
3013,2019-01-05,3862,3747,FRANCE,22.0,10,35.739999999999995
3014,2019-01-05,3726,3616,FRANCE,83.0,39,131.05
3015,2019-01-05,3591,3486,FRANCE,89.0,7,97.92000000000002
3016,2019-01-05,3429,3330,FRANCE,51.0,8,68.94
3017,2019-01-05,3322,3227,FRANCE,17.0,17,53.56
3018,2019-01-05,3664,3555,FRANCE,31.0,25,84.57999999999998
3019,2019-01-05,3635,3528,FRANCE,83.0,26,70.45
3020,2019-01-05,3476,3377,FRANCE,38.0,17,101.46
3021,2019-01-05,3597,3492,FRANCE,91.0,6,48.11
3022,2019-01-05,3896,3780,FRANCE,13.0,16,80.29
3023,2019-01-05,3652,3544,FRANCE,94.0,6,30.649999999999995
3024,2019-01-05,3590,3485,FRANCE,69.0,10,101.3
3025,2019-01-05,3678,3511,FRANCE,38.0,4,19.85
3026,2019-01-05,3657,3548,FRANCE,80.0,16,83.66999999999999
3027,2019-01-05,3704,3594,FRANCE,74.0,26,121.17
3028,2019-01-05,3787,3673,FRANCE,13.0,1,13.91
3029,2019-01-05,3324,3229,FRANCE,92.0,9,80.9
3030,2019-01-05,3861,3746,FRANCE,95.0,6,34.010000000000005
3031,2019-01-05,3338,3243,FRANCE,16.0,26,80.34
3032,2019-01-05,3560,3455,FRANCE,29.0,1,42.04
3033,2019-01-05,3599,3494,FRANCE,67.0,16,109.34
3034,2019-01-05,3549,3445,FRANCE,92.0,21,92.95
3035,2019-01-05,3325,3230,FRANCE,13.0,7,63.19
3036,2019-01-05,3833,3719,FRANCE,30.0,26,72.19
3037,2019-01-05,3837,3723,FRANCE,5.0,3,32.44
3038,2019-01-05,3888,3772,FRANCE,14.0,14,61.08
3039,2019-01-05,3610,3505,FRANCE,94.0,10,31.88
3040,2019-01-05,3181,3089,FRANCE,67.0,5,15.48
3041,2019-01-05,3792,3678,FRANCE,68.0,4,30.13
3042,2019-01-05,3616,3511,FRANCE,38.0,16,54.2
3043,2019-01-05,3226,3133,FRANCE,89.0,25,108.53
3044,2019-01-05,3695,3585,FRANCE,13.0,7,78.82
3045,2019-01-05,3227,3134,FRANCE,29.0,18,70.41
3046,2019-01-05,3414,3315,FRANCE,54.0,26,120.83
3047,2019-01-05,3469,3370,FRANCE,68.0,23,56.56
3048,2019-01-05,3174,3082,FRANCE,28.0,16,68.34
3049,2019-01-05,3216,3123,FRANCE,74.0,15,58.86
3050,2019-01-05,3793,3679,FRANCE,94.0,22,86.5
3051,2019-01-05,3730,3620,FRANCE,38.0,42,113.92
3052,2019-01-05,3656,3547,FRANCE,21.0,15,81.05000000000001
3053,2019-01-05,3492,3393,FRANCE,44.0,11,63.96000000000001
3054,2019-01-05,3465,3366,FRANCE,73.0,45,151.99
3055,2019-01-05,3653,3523,FRANCE,7.0,12,39.41
3056,2019-01-05,3592,3487,FRANCE,66.0,9,81.05
3057,2019-01-05,3564,3459,FRANCE,77.0,25,83.77000000000001
3058,2019-01-05,3427,3328,FRANCE,69.0,1,76.39
3059,2019-01-05,3556,3451,FRANCE,13.0,12,129.89
3060,2019-01-05,3637,3530,FRANCE,75.0,2,17.77
3061,2019-01-05,3161,2614,FRANCE,91.0,16,84.19
3062,2019-01-05,3386,3288,FRANCE,7.0,7,90.8
3063,2019-01-05,3363,3266,FRANCE,13.0,5,96.32
3064,2019-01-05,3892,3776,FRANCE,34.0,17,120.99
3065,2019-01-05,3553,3448,FRANCE,33.0,25,89.67999999999999
3066,2019-01-05,3768,3658,FRANCE,95.0,4,37.73
3067,2019-01-05,3878,3762,FRANCE,73.0,11,82.59
3068,2019-01-05,3845,3731,FRANCE,69.0,7,67.39
3069,2019-01-05,3329,3234,FRANCE,57.0,6,38.4
3070,2019-01-05,3387,3289,FRANCE,60.0,11,81.63000000000002
3071,2019-01-05,3605,3500,FRANCE,77.0,9,101.44
3072,2019-01-05,3409,3310,FRANCE,33.0,18,166.54
3073,2019-01-05,3454,3355,FRANCE,62.0,18,76.08
3074,2019-01-05,3232,3139,FRANCE,42.0,16,52.96
3075,2019-01-05,3865,3750,FRANCE,40.0,13,77.28
3076,2019-01-05,3733,3623,FRANCE,94.0,9,73.27
3077,2019-01-05,3345,3248,FRANCE,11.0,13,78.78
3078,2019-01-05,3794,3680,FRANCE,50.0,2,10.45
3079,2019-01-05,3438,3339,FRANCE,64.0,13,102.95
3080,2019-01-05,3407,3308,FRANCE,21.0,3,20.11
3081,2019-01-05,3156,3065,FRANCE,91.0,4,134.31
3082,2019-01-05,3259,3166,FRANCE,77.0,1,9.72
3083,2019-01-05,3834,3720,FRANCE,1.0,8,28.04
3084,2019-01-05,3434,3335,FRANCE,40.0,7,50.67
3085,2019-01-05,3183,3091,FRANCE,91.0,16,77.84
3086,2019-01-05,3297,3202,FRANCE,34.0,17,40.93
3087,2019-01-05,3809,3695,FRANCE,48.0,9,69.22999999999999
3088,2019-01-05,3744,3634,FRANCE,72.0,10,70.55000000000001
3089,2019-01-05,3529,3427,FRANCE,69.0,12,144.67
3090,2019-01-05,3766,3656,FRANCE,94.0,10,100.96
3091,2019-01-05,3451,3352,FRANCE,5.0,20,114.21
3092,2019-01-05,3723,3613,FRANCE,41.0,7,47.48
3093,2019-01-05,3640,3533,FRANCE,38.0,2,50.19
3094,2019-01-05,3548,3444,FRANCE,71.0,18,57.03
3095,2019-01-05,3539,3436,FRANCE,38.0,8,36.58
3096,2019-01-05,3411,3312,FRANCE,75.0,6,71.39
3097,2019-01-05,3627,3521,FRANCE,6.0,3,17.79
3098,2019-01-05,3868,3753,FRANCE,87.0,25,76.99
3099,2019-01-05,3667,3558,FRANCE,56.0,22,97.15
