index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
4701,2019-01-07,5133,4986,FRANCE,9.0,2,5.67
4702,2019-01-07,5448,5282,FRANCE,30.0,2,27.48
4703,2019-01-07,5304,5140,FRANCE,75.0,21,70.38000000000001
4704,2019-01-07,5547,5378,FRANCE,54.0,19,82.33000000000001
4705,2019-01-07,5028,4888,FRANCE,14.0,3,14.46
4706,2019-01-07,5724,5545,FRANCE,77.0,6,66.0
4707,2019-01-07,5690,5513,FRANCE,79.0,6,72.51
4708,2019-01-07,5126,4979,FRANCE,31.0,10,66.45
4709,2019-01-07,5605,5433,FRANCE,88.0,21,74.4
4710,2019-01-07,5612,2116,FRANCE,69.0,6,70.15
4711,2019-01-07,5018,4878,FRANCE,35.0,5,23.24
4712,2019-01-07,5226,5064,FRANCE,9.0,2,36.2
4713,2019-01-07,5246,5086,FRANCE,92.0,21,114.39
4714,2019-01-07,5114,4967,FRANCE,42.0,35,120.85
4715,2019-01-07,5094,4951,FRANCE,75.0,12,64.22
4716,2019-01-07,5682,5505,FRANCE,43.0,26,66.0
4717,2019-01-07,5581,5409,FRANCE,78.0,10,42.77
4718,2019-01-07,5106,4960,FRANCE,94.0,12,71.76000000000002
4719,2019-01-07,5025,4885,FRANCE,33.0,15,61.21
4720,2019-01-07,4954,4818,FRANCE,35.0,3,20.49
4721,2019-01-07,5768,5587,FRANCE,40.0,1,16.53
4722,2019-01-07,5565,5395,FRANCE,91.0,11,71.05
4723,2019-01-07,5762,5581,FRANCE,5.0,5,31.820000000000004
4724,2019-01-07,5760,5579,FRANCE,6.0,11,112.14
4725,2019-01-07,5554,5385,FRANCE,75.0,26,86.3
4726,2019-01-07,5118,4971,FRANCE,78.0,36,89.47
4727,2019-01-07,5721,5542,FRANCE,75.0,1,3.06
4728,2019-01-07,5205,5050,FRANCE,17.0,14,61.10000000000001
4729,2019-01-07,5052,4911,FRANCE,66.0,7,54.66
4730,2019-01-07,5398,5233,FRANCE,31.0,14,121.89
4731,2019-01-07,5742,5563,FRANCE,49.0,13,78.66
4732,2019-01-07,5680,5503,FRANCE,95.0,1,65.54
4733,2019-01-07,5807,5625,FRANCE,45.0,7,61.42999999999999
4734,2019-01-07,5794,5612,FRANCE,33.0,16,52.7
4735,2019-01-07,5575,5403,FRANCE,71.0,7,38.150000000000006
