index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
0,2019-01-01,571,560,FRANCE,77.0,52,92.71
1,2019-01-01,287,282,FRANCE,17.0,19,97.94
2,2019-01-01,113,113,FRANCE,50.0,20,94.15
3,2019-01-01,519,510,FRANCE,22.0,8,73.78
4,2019-01-01,224,222,FRANCE,13.0,2,27.99
5,2019-01-01,544,533,FRANCE,13.0,14,57.080000000000005
6,2019-01-01,217,215,FRANCE,81.0,6,62.92
7,2019-01-01,46,46,FRANCE,11.0,46,135.24
8,2019-01-01,150,149,FRANCE,11.0,2,16.62
9,2019-01-01,179,178,FRANCE,6.0,10,38.120000000000005
10,2019-01-01,139,139,FRANCE,13.0,5,17.03
11,2019-01-01,397,390,FRANCE,86.0,13,47.94999999999999
12,2019-01-01,143,143,FRANCE,75.0,8,96.58
13,2019-01-01,174,173,FRANCE,33.0,11,107.8
14,2019-01-01,165,164,FRANCE,71.0,27,121.13
15,2019-01-01,234,232,FRANCE,71.0,12,66.95
16,2019-01-01,276,273,FRANCE,12.0,16,53.4
17,2019-01-01,556,545,FRANCE,6.0,58,194.34
18,2019-01-01,84,84,FRANCE,75.0,27,110.39
19,2019-01-01,177,176,FRANCE,80.0,11,51.03999999999999
20,2019-01-01,498,491,FRANCE,40.0,9,71.62
21,2019-01-01,186,185,FRANCE,72.0,10,79.05000000000001
22,2019-01-01,188,187,FRANCE,69.0,13,82.94
23,2019-01-01,389,382,FRANCE,75.0,25,101.34
24,2019-01-01,394,387,FRANCE,2.0,11,79.89
25,2019-01-01,211,210,FRANCE,44.0,22,87.96000000000001
26,2019-01-01,261,258,FRANCE,5.0,29,211.68
27,2019-01-01,290,285,FRANCE,58.0,11,71.05
28,2019-01-01,411,404,FRANCE,75.0,4,38.1
29,2019-01-01,318,311,FRANCE,76.0,3,11.79
30,2019-01-01,191,190,FRANCE,78.0,7,73.68
31,2019-01-01,562,551,FRANCE,45.0,32,103.85
32,2019-01-01,3,3,FRANCE,92.0,20,86.91
33,2019-01-01,558,547,FRANCE,75.0,13,93.7
34,2019-01-01,250,248,FRANCE,54.0,8,76.86
35,2019-01-01,108,108,FRANCE,60.0,18,81.75999999999999
36,2019-01-01,358,351,FRANCE,6.0,27,82.16
37,2019-01-01,447,440,FRANCE,85.0,8,76.23
38,2019-01-01,444,437,FRANCE,95.0,40,159.10000000000002
39,2019-01-01,192,191,FRANCE,69.0,7,16.48
40,2019-01-01,69,69,FRANCE,77.0,10,41.45
41,2019-01-01,104,104,FRANCE,69.0,4,48.260000000000005
42,2019-01-01,190,189,FRANCE,26.0,14,61.370000000000005
43,2019-01-01,36,36,FRANCE,83.0,31,93.47
