index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
9559,2019-01-13,10285,9847,FRANCE,37.0,3,38.1
9560,2019-01-13,10364,9922,FRANCE,74.0,8,64.73
9561,2019-01-13,10557,10111,FRANCE,38.0,7,88.18
9562,2019-01-13,10461,8997,FRANCE,62.0,26,69.35
9563,2019-01-13,11091,10620,FRANCE,80.0,26,126.15
9564,2019-01-13,10825,10368,FRANCE,74.0,18,81.36
9565,2019-01-13,10885,10425,FRANCE,78.0,7,56.75
9566,2019-01-13,10273,9835,FRANCE,34.0,9,44.14
9567,2019-01-13,10584,10137,FRANCE,54.0,39,146.57
9568,2019-01-13,10123,9695,FRANCE,82.0,15,69.72
9569,2019-01-13,10549,10103,FRANCE,49.0,6,83.52
9570,2019-01-13,10065,9640,FRANCE,33.0,21,121.31
9571,2019-01-13,11029,10562,FRANCE,67.0,7,64.94
9572,2019-01-13,10653,10202,FRANCE,87.0,11,61.52
9573,2019-01-13,10850,10392,FRANCE,29.0,11,78.53999999999999
9574,2019-01-13,10750,10295,FRANCE,64.0,11,53.13000000000001
9575,2019-01-13,10842,10384,FRANCE,31.0,26,82.53
9576,2019-01-13,10711,10257,FRANCE,94.0,18,71.11
9577,2019-01-13,10132,9703,FRANCE,84.0,16,66.84
9578,2019-01-13,11069,10599,FRANCE,6.0,10,91.81
9579,2019-01-13,10539,10093,FRANCE,60.0,1,13.91
9580,2019-01-13,10588,10141,FRANCE,22.0,6,37.37
9581,2019-01-13,10746,10291,FRANCE,64.0,21,103.26
9582,2019-01-13,11165,10687,FRANCE,34.0,6,51.19
9583,2019-01-13,10188,9756,FRANCE,68.0,6,50.35
9584,2019-01-13,10891,10431,FRANCE,77.0,9,60.7
9585,2019-01-13,10083,9657,FRANCE,16.0,7,95.33
9586,2019-01-13,10717,10263,FRANCE,74.0,18,96.59
9587,2019-01-13,11051,10582,FRANCE,45.0,11,32.379999999999995
9588,2019-01-13,10343,9902,FRANCE,75.0,4,51.46
9589,2019-01-13,10732,10278,FRANCE,60.0,21,83.31000000000002
9590,2019-01-13,10657,10206,FRANCE,82.0,21,175.54999999999998
9591,2019-01-13,10307,9869,FRANCE,78.0,21,225.25
9592,2019-01-13,10149,9718,FRANCE,41.0,21,129.8
9593,2019-01-13,10070,9645,FRANCE,92.0,2,11.9
9594,2019-01-13,10406,9962,FRANCE,49.0,12,62.92
