index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
8214,2019-01-11,8907,8543,FRANCE,6.0,4,39.67
8215,2019-01-11,8753,2648,FRANCE,59.0,34,138.57
8216,2019-01-11,8987,8618,FRANCE,25.0,6,46.98
8217,2019-01-11,9134,8757,FRANCE,58.0,4,44.17
8218,2019-01-11,8882,8519,FRANCE,37.0,21,99.82999999999998
8219,2019-01-11,9220,8839,FRANCE,13.0,3,46.73
8220,2019-01-11,9103,8726,FRANCE,18.0,8,25.3
8221,2019-01-11,9325,641,FRANCE,42.0,18,74.58000000000001
8222,2019-01-11,8777,8421,FRANCE,72.0,12,146.98
8223,2019-01-11,9124,8747,FRANCE,49.0,9,77.66
8224,2019-01-11,8754,8398,FRANCE,75.0,7,61.84
8225,2019-01-11,8896,8532,FRANCE,13.0,1,22.99
8226,2019-01-11,9007,8633,FRANCE,83.0,18,98.56
8227,2019-01-11,8998,8626,FRANCE,18.0,14,89.59
8228,2019-01-11,9166,8788,FRANCE,24.0,12,40.43
8229,2019-01-11,9318,8936,FRANCE,91.0,10,54.09
8230,2019-01-11,8982,8613,FRANCE,94.0,54,74.39
8231,2019-01-11,9052,8677,FRANCE,37.0,7,49.65
8232,2019-01-11,9029,8654,FRANCE,37.0,1,20.62
8233,2019-01-11,8871,8509,FRANCE,75.0,18,64.69
8234,2019-01-11,9248,8867,FRANCE,69.0,13,95.98
8235,2019-01-11,8653,8305,FRANCE,77.0,9,29.67
8236,2019-01-11,9221,8840,FRANCE,4.0,14,87.27000000000001
8237,2019-01-11,8878,8515,FRANCE,93.0,2,79.96000000000001
8238,2019-01-11,9006,8619,FRANCE,86.0,9,212.93
8239,2019-01-11,8770,8414,FRANCE,44.0,26,136.14
8240,2019-01-11,9077,8700,FRANCE,92.0,21,78.31
8241,2019-01-11,9337,8954,FRANCE,38.0,4,60.14
8242,2019-01-11,9148,8770,FRANCE,16.0,14,61.99
8243,2019-01-11,9264,8883,FRANCE,67.0,11,48.39
8244,2019-01-11,8721,8371,FRANCE,77.0,2,16.46
8245,2019-01-11,9057,2067,FRANCE,57.0,5,52.96
8246,2019-01-11,9092,8715,FRANCE,93.0,16,152.44
8247,2019-01-11,8782,8426,FRANCE,57.0,10,58.84
8248,2019-01-11,8706,8356,FRANCE,56.0,13,74.42
8249,2019-01-11,8793,8436,FRANCE,10.0,10,29.14
8250,2019-01-11,8842,8480,FRANCE,75.0,1,7.51
8251,2019-01-11,8662,8314,FRANCE,30.0,11,96.77
8252,2019-01-11,9335,8952,FRANCE,91.0,1,26.37
8253,2019-01-11,8677,8329,FRANCE,54.0,13,66.87
8254,2019-01-11,8872,8510,FRANCE,73.0,11,55.66
8255,2019-01-11,9257,8876,FRANCE,47.0,8,128.86
8256,2019-01-11,9037,8662,FRANCE,75.0,2,40.49
8257,2019-01-11,8761,8405,FRANCE,37.0,3,81.41
8258,2019-01-11,9126,8749,FRANCE,69.0,5,65.19
8259,2019-01-11,8814,6617,FRANCE,62.0,14,61.67
8260,2019-01-11,8915,8550,FRANCE,37.0,10,34.529999999999994
8261,2019-01-11,9113,8736,FRANCE,57.0,1,16.46
8262,2019-01-11,9198,8818,FRANCE,44.0,21,64.35000000000001
8263,2019-01-11,9315,8933,FRANCE,72.0,5,35.72
8264,2019-01-11,9324,8942,FRANCE,59.0,7,74.92
8265,2019-01-11,8850,8488,FRANCE,69.0,16,66.11999999999999
8266,2019-01-11,8657,8309,FRANCE,41.0,13,49.830000000000005
8267,2019-01-11,9339,8955,FRANCE,84.0,5,17.68
8268,2019-01-11,9200,8820,FRANCE,69.0,8,56.67999999999999
8269,2019-01-11,9156,8778,FRANCE,87.0,26,87.67999999999998
8270,2019-01-11,9239,8858,FRANCE,49.0,3,42.37
8271,2019-01-11,8978,8609,FRANCE,35.0,10,59.620000000000005
8272,2019-01-11,9009,8635,FRANCE,35.0,11,60.23
8273,2019-01-11,8841,8479,FRANCE,59.0,14,140.01
8274,2019-01-11,8934,8569,FRANCE,39.0,6,18.55
8275,2019-01-11,9196,8816,FRANCE,59.0,1,26.05
8276,2019-01-11,9228,8847,FRANCE,16.0,4,46.73
8277,2019-01-11,8768,8412,FRANCE,66.0,8,83.1
8278,2019-01-11,9173,8795,FRANCE,42.0,13,95.57
8279,2019-01-11,8771,8415,FRANCE,38.0,9,38.69
8280,2019-01-11,9042,8667,FRANCE,59.0,4,16.79
8281,2019-01-11,8686,8338,FRANCE,6.0,16,62.0
8282,2019-01-11,8755,8399,FRANCE,62.0,9,64.13
8283,2019-01-11,8660,8312,FRANCE,6.0,3,68.13
8284,2019-01-11,8950,8583,FRANCE,35.0,25,112.34000000000002
8285,2019-01-11,9080,8703,FRANCE,92.0,6,27.56
8286,2019-01-11,8903,8539,FRANCE,63.0,1,18.13
8287,2019-01-11,9323,8941,FRANCE,16.0,9,38.11
8288,2019-01-11,8879,8516,FRANCE,77.0,8,43.27
8289,2019-01-11,8862,8500,FRANCE,31.0,13,73.23
8290,2019-01-11,8741,8389,FRANCE,26.0,3,38.12
8291,2019-01-11,9147,8769,FRANCE,35.0,18,81.43
8292,2019-01-11,9109,8732,FRANCE,75.0,43,120.73
8293,2019-01-11,8972,8603,FRANCE,38.0,5,38.8
8294,2019-01-11,9025,8650,FRANCE,56.0,14,65.5
8295,2019-01-11,9137,290,FRANCE,21.0,7,50.69
8296,2019-01-11,8804,8446,FRANCE,95.0,1,7.3
8297,2019-01-11,8701,8352,FRANCE,20.0,3,19.270000000000003
8298,2019-01-11,8868,8506,FRANCE,67.0,17,51.77
8299,2019-01-11,9186,8807,FRANCE,78.0,2,9.73
8300,2019-01-11,9116,8739,FRANCE,25.0,8,65.54
8301,2019-01-11,8679,8331,FRANCE,34.0,13,103.75
8302,2019-01-11,8665,8317,FRANCE,13.0,13,105.24
8303,2019-01-11,8825,8464,FRANCE,63.0,14,53.690000000000005
8304,2019-01-11,8732,8381,FRANCE,63.0,7,43.07
8305,2019-01-11,9214,8833,FRANCE,92.0,10,81.15
8306,2019-01-11,8899,8535,FRANCE,75.0,3,7.26
8307,2019-01-11,8704,8355,FRANCE,91.0,4,24.57
8308,2019-01-11,8960,8592,FRANCE,59.0,25,82.42999999999999
8309,2019-01-11,8709,8359,FRANCE,59.0,6,100.62
8310,2019-01-11,8909,8545,FRANCE,59.0,14,58.39
8311,2019-01-11,9139,8761,FRANCE,51.0,1,236.71
8312,2019-01-11,9000,8628,FRANCE,46.0,2,149.21
8313,2019-01-11,8812,8453,FRANCE,89.0,20,113.57
8314,2019-01-11,9329,8946,FRANCE,16.0,25,65.99
8315,2019-01-11,9032,8657,FRANCE,93.0,45,139.87000000000003
8316,2019-01-11,9014,8640,FRANCE,94.0,3,25.23
8317,2019-01-11,8656,8308,FRANCE,33.0,11,45.26
8318,2019-01-11,9138,8760,FRANCE,34.0,3,69.65
8319,2019-01-11,8919,8554,FRANCE,78.0,20,176.64
8320,2019-01-11,8820,8460,FRANCE,44.0,1,25.42
8321,2019-01-11,8661,8313,FRANCE,91.0,11,42.440000000000005
8322,2019-01-11,9284,8902,FRANCE,77.0,67,143.12
8323,2019-01-11,9274,8893,FRANCE,89.0,9,62.12
8324,2019-01-11,9155,8777,FRANCE,77.0,7,33.49
8325,2019-01-11,9031,8656,FRANCE,35.0,3,21.93
8326,2019-01-11,8979,8610,FRANCE,31.0,1,55.77
8327,2019-01-11,8959,8591,FRANCE,69.0,18,97.77
8328,2019-01-11,9049,8674,FRANCE,75.0,20,107.87
8329,2019-01-11,9194,8814,FRANCE,64.0,17,88.08000000000001
8330,2019-01-11,8827,8466,FRANCE,18.0,12,68.8
8331,2019-01-11,8670,8322,FRANCE,59.0,7,146.29999999999998
8332,2019-01-11,8944,8578,FRANCE,83.0,7,37.16
8333,2019-01-11,9095,8718,FRANCE,54.0,14,51.62
8334,2019-01-11,8838,8476,FRANCE,56.0,25,119.24
8335,2019-01-11,8766,8410,FRANCE,6.0,13,70.41999999999999
8336,2019-01-11,9263,8882,FRANCE,92.0,7,71.2
8337,2019-01-11,9067,8690,FRANCE,91.0,13,95.99
8338,2019-01-11,8885,8522,FRANCE,29.0,17,65.25000000000001
8339,2019-01-11,8687,8339,FRANCE,89.0,48,245.94000000000003
8340,2019-01-11,9208,8827,FRANCE,31.0,11,46.86000000000001
8341,2019-01-11,8717,8367,FRANCE,51.0,13,45.92
8342,2019-01-11,9183,8804,FRANCE,86.0,17,83.04999999999998
8343,2019-01-11,9143,8765,FRANCE,13.0,20,56.02
8344,2019-01-11,8659,8311,FRANCE,75.0,10,58.67
8345,2019-01-11,8785,8429,FRANCE,45.0,4,11.45
8346,2019-01-11,8690,8341,FRANCE,39.0,2,12.8
8347,2019-01-11,8891,8527,FRANCE,18.0,11,67.72
8348,2019-01-11,9030,8655,FRANCE,6.0,20,88.8
8349,2019-01-11,9004,8631,FRANCE,78.0,3,83.93
8350,2019-01-11,8669,8321,FRANCE,95.0,13,64.85
8351,2019-01-11,8863,8501,FRANCE,51.0,25,56.870000000000005
8352,2019-01-11,9346,8962,FRANCE,70.0,7,22.450000000000003
8353,2019-01-11,8834,8472,FRANCE,78.0,20,70.93
8354,2019-01-11,9012,8638,FRANCE,75.0,10,86.93
8355,2019-01-11,9319,8937,FRANCE,21.0,7,62.47
8356,2019-01-11,8689,8340,FRANCE,26.0,2,10.39
8357,2019-01-11,9230,8849,FRANCE,57.0,53,154.48
