index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
3747,2019-01-06,3979,3861,FRANCE,89.0,4,11.76
3748,2019-01-06,4359,4235,FRANCE,36.0,8,23.82
3749,2019-01-06,4421,4295,FRANCE,82.0,2,25.56
3750,2019-01-06,4441,4315,FRANCE,13.0,3,66.94
3751,2019-01-06,4485,4359,FRANCE,91.0,10,74.3
3752,2019-01-06,3954,3837,FRANCE,95.0,12,144.67
3753,2019-01-06,4894,4731,FRANCE,20.0,21,86.88
3754,2019-01-06,4081,3959,FRANCE,73.0,7,103.12
3755,2019-01-06,4768,4637,FRANCE,92.0,16,70.8
3756,2019-01-06,4522,4396,FRANCE,51.0,11,79.23
3757,2019-01-06,4599,4470,FRANCE,77.0,18,69.8
3758,2019-01-06,4807,4675,FRANCE,42.0,13,98.37
3759,2019-01-06,4677,4547,FRANCE,84.0,26,69.42
3760,2019-01-06,4785,4654,FRANCE,49.0,10,80.86000000000001
3761,2019-01-06,4054,3932,FRANCE,75.0,4,21.95
3762,2019-01-06,4683,4553,FRANCE,75.0,28,65.53
3763,2019-01-06,4287,4164,FRANCE,20.0,13,92.27
3764,2019-01-06,4046,3924,FRANCE,57.0,37,91.31
3765,2019-01-06,4506,4380,FRANCE,31.0,10,74.41
3766,2019-01-06,4461,4335,FRANCE,40.0,6,20.01
3767,2019-01-06,4573,4444,FRANCE,75.0,26,87.63
3768,2019-01-06,4249,4126,FRANCE,76.0,5,45.34
3769,2019-01-06,4508,4382,FRANCE,74.0,13,70.97999999999999
3770,2019-01-06,4214,4091,FRANCE,34.0,13,108.3
3771,2019-01-06,4719,4588,FRANCE,95.0,4,48.33
3772,2019-01-06,4162,4039,FRANCE,69.0,29,81.55000000000001
3773,2019-01-06,4093,3971,FRANCE,92.0,18,87.03999999999999
3774,2019-01-06,4378,4253,FRANCE,25.0,2,21.06
3775,2019-01-06,4494,4368,FRANCE,74.0,5,14.61
3776,2019-01-06,4296,4173,FRANCE,75.0,5,26.21
3777,2019-01-06,3924,3808,FRANCE,78.0,7,30.16
3778,2019-01-06,4001,3883,FRANCE,22.0,4,37.56
3779,2019-01-06,4180,4057,FRANCE,51.0,6,19.66
3780,2019-01-06,4492,4366,FRANCE,13.0,26,51.95000000000001
3781,2019-01-06,4637,4507,FRANCE,13.0,2,14.8
3782,2019-01-06,4885,4752,FRANCE,59.0,21,63.55
3783,2019-01-06,3937,3821,FRANCE,63.0,5,40.82000000000001
3784,2019-01-06,4477,4351,FRANCE,74.0,4,18.39
3785,2019-01-06,4047,3925,FRANCE,27.0,12,110.24
3786,2019-01-06,4097,3975,FRANCE,33.0,16,72.04999999999998
3787,2019-01-06,4002,3311,FRANCE,93.0,1,138.7
3788,2019-01-06,4466,4340,FRANCE,39.0,1,19.71
3789,2019-01-06,4633,4503,FRANCE,82.0,2,13.64
3790,2019-01-06,4504,4378,FRANCE,30.0,4,37.27
3791,2019-01-06,4350,4226,FRANCE,28.0,7,27.85
3792,2019-01-06,4825,4693,FRANCE,92.0,14,104.08
3793,2019-01-06,4398,4273,FRANCE,39.0,2,29.37
3794,2019-01-06,4662,4532,FRANCE,21.0,15,78.14
3795,2019-01-06,4408,4282,FRANCE,31.0,16,73.71000000000001
3796,2019-01-06,3944,3828,FRANCE,91.0,14,60.35
3797,2019-01-06,4017,3897,FRANCE,49.0,5,21.79
3798,2019-01-06,4447,4321,FRANCE,14.0,8,68.42999999999999
3799,2019-01-06,4778,4647,FRANCE,40.0,13,80.84
3800,2019-01-06,4341,4217,FRANCE,38.0,18,82.55000000000001
3801,2019-01-06,4519,4393,FRANCE,54.0,25,146.51000000000002
3802,2019-01-06,4498,4372,FRANCE,28.0,4,10.63
3803,2019-01-06,3959,3841,FRANCE,74.0,5,23.76
3804,2019-01-06,4073,3951,FRANCE,80.0,20,70.67999999999999
3805,2019-01-06,4121,347,FRANCE,73.0,6,78.05
3806,2019-01-06,4422,4296,FRANCE,14.0,18,50.900000000000006
3807,2019-01-06,4203,4080,FRANCE,93.0,6,64.69
3808,2019-01-06,4828,4696,FRANCE,31.0,6,78.05
3809,2019-01-06,4480,4354,FRANCE,46.0,14,73.55
3810,2019-01-06,4526,4400,FRANCE,24.0,24,113.22
3811,2019-01-06,4412,4286,FRANCE,44.0,3,17.43
3812,2019-01-06,4726,4595,FRANCE,39.0,12,91.66
3813,2019-01-06,4373,4248,FRANCE,57.0,7,26.51
3814,2019-01-06,4791,4659,FRANCE,93.0,16,133.28
3815,2019-01-06,4039,3917,FRANCE,9.0,16,75.72
3816,2019-01-06,4660,4530,FRANCE,78.0,38,107.48999999999998
3817,2019-01-06,3958,3840,FRANCE,13.0,7,33.63
3818,2019-01-06,4407,4281,FRANCE,75.0,13,98.26000000000002
3819,2019-01-06,4757,4626,FRANCE,37.0,1,13.66
3820,2019-01-06,4014,3894,FRANCE,94.0,13,98.88
3821,2019-01-06,4884,4751,FRANCE,54.0,25,82.94
3822,2019-01-06,4434,4308,FRANCE,71.0,14,61.67
3823,2019-01-06,4586,4457,FRANCE,69.0,7,35.69
3824,2019-01-06,4665,4535,FRANCE,86.0,1,15.35
3825,2019-01-06,4734,4603,FRANCE,50.0,25,193.52
3826,2019-01-06,4614,4485,FRANCE,9.0,9,71.36
3827,2019-01-06,4364,4240,FRANCE,37.0,1,11.96
3828,2019-01-06,4568,4440,FRANCE,17.0,13,130.20999999999998
3829,2019-01-06,4864,4732,FRANCE,78.0,11,49.09
3830,2019-01-06,4581,4452,FRANCE,38.0,14,42.48
3831,2019-01-06,3993,3875,FRANCE,9.0,37,136.96
