index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
7331,2019-01-10,7851,180,FRANCE,37.0,15,89.24000000000001
7332,2019-01-10,8167,7852,FRANCE,52.0,10,51.31
7333,2019-01-10,8415,8086,FRANCE,8.0,10,126.84
7334,2019-01-10,8248,7929,FRANCE,76.0,9,46.33
7335,2019-01-10,8603,8260,FRANCE,83.0,5,88.28
7336,2019-01-10,8585,8245,FRANCE,64.0,1,37.6
7337,2019-01-10,8043,7735,FRANCE,88.0,6,61.34
7338,2019-01-10,8133,7821,FRANCE,59.0,15,67.47999999999999
7339,2019-01-10,7946,7644,FRANCE,11.0,5,68.04
7340,2019-01-10,8318,7992,FRANCE,69.0,11,87.05
7341,2019-01-10,7742,7447,FRANCE,50.0,41,118.22
7342,2019-01-10,8526,8192,FRANCE,73.0,4,25.34
7343,2019-01-10,7734,7440,FRANCE,54.0,9,45.04
7344,2019-01-10,8361,8034,FRANCE,8.0,9,53.92
7345,2019-01-10,8272,7950,FRANCE,19.0,21,64.66
7346,2019-01-10,8574,8236,FRANCE,57.0,7,41.21
7347,2019-01-10,8179,5598,FRANCE,57.0,13,85.1
7348,2019-01-10,7846,7549,FRANCE,29.0,3,18.45
7349,2019-01-10,8057,7748,FRANCE,93.0,10,61.77
7350,2019-01-10,8027,7719,FRANCE,64.0,21,84.63
7351,2019-01-10,7754,7459,FRANCE,7.0,10,63.21999999999999
7352,2019-01-10,8513,8180,FRANCE,78.0,12,63.83
7353,2019-01-10,8226,7907,FRANCE,75.0,1,37.6
7354,2019-01-10,8455,8125,FRANCE,30.0,8,46.59
7355,2019-01-10,8597,8256,FRANCE,94.0,7,32.21
7356,2019-01-10,7737,7443,FRANCE,85.0,18,53.7
7357,2019-01-10,8321,7995,FRANCE,7.0,3,42.14
7358,2019-01-10,7984,7678,FRANCE,91.0,6,15.77
7359,2019-01-10,8210,2615,FRANCE,60.0,1,107.21
7360,2019-01-10,8506,8173,FRANCE,76.0,18,101.23
7361,2019-01-10,8442,8112,FRANCE,75.0,2,34.43
7362,2019-01-10,8234,7915,FRANCE,93.0,7,66.65
7363,2019-01-10,8567,8230,FRANCE,54.0,14,62.7
7364,2019-01-10,7818,7523,FRANCE,74.0,14,98.86
7365,2019-01-10,8339,8013,FRANCE,56.0,9,30.88
7366,2019-01-10,8381,8054,FRANCE,91.0,4,173.07999999999998
7367,2019-01-10,7751,7456,FRANCE,18.0,16,86.78
7368,2019-01-10,8279,7957,FRANCE,73.0,14,66.3
7369,2019-01-10,8475,8144,FRANCE,60.0,8,61.35
7370,2019-01-10,8395,8067,FRANCE,75.0,14,90.54
7371,2019-01-10,7987,7681,FRANCE,75.0,11,128.42999999999998
7372,2019-01-10,7907,7607,FRANCE,59.0,37,159.94
7373,2019-01-10,8509,8176,FRANCE,88.0,11,89.76
7374,2019-01-10,7880,7582,FRANCE,41.0,9,63.13
7375,2019-01-10,8399,8071,FRANCE,49.0,6,33.620000000000005
7376,2019-01-10,8064,7754,FRANCE,33.0,14,111.96
7377,2019-01-10,8388,8061,FRANCE,38.0,8,69.14999999999999
7378,2019-01-10,8038,7730,FRANCE,93.0,18,62.57
7379,2019-01-10,7816,7521,FRANCE,14.0,1,26.42
7380,2019-01-10,7972,7667,FRANCE,31.0,6,66.15
7381,2019-01-10,8400,8072,FRANCE,93.0,11,75.50999999999999
7382,2019-01-10,8373,8046,FRANCE,34.0,3,12.0
7383,2019-01-10,7928,7628,FRANCE,92.0,4,73.78999999999999
7384,2019-01-10,7895,7595,FRANCE,72.0,1,8.93
7385,2019-01-10,8524,8190,FRANCE,77.0,5,41.98
7386,2019-01-10,7799,7504,FRANCE,75.0,9,93.43
7387,2019-01-10,8293,7970,FRANCE,37.0,16,114.22
7388,2019-01-10,8274,7952,FRANCE,83.0,4,8.79
7389,2019-01-10,7806,7511,FRANCE,62.0,7,42.06
7390,2019-01-10,8382,8055,FRANCE,72.0,5,26.27
7391,2019-01-10,8491,8160,FRANCE,6.0,3,69.54
7392,2019-01-10,7801,7506,FRANCE,20.0,14,38.16
7393,2019-01-10,8247,7928,FRANCE,94.0,9,53.96
7394,2019-01-10,7967,7663,FRANCE,45.0,13,76.97
7395,2019-01-10,8021,7713,FRANCE,14.0,16,254.62
7396,2019-01-10,8566,8229,FRANCE,34.0,21,88.32000000000001
7397,2019-01-10,8294,7971,FRANCE,94.0,4,29.89
7398,2019-01-10,8394,8066,FRANCE,69.0,21,127.22
7399,2019-01-10,8356,8029,FRANCE,6.0,11,125.97
7400,2019-01-10,8327,8001,FRANCE,37.0,2,96.77
7401,2019-01-10,7855,7557,FRANCE,78.0,36,108.2
7402,2019-01-10,8050,7741,FRANCE,31.0,1,49.44
7403,2019-01-10,8443,8113,FRANCE,77.0,2,29.08
7404,2019-01-10,8310,7986,FRANCE,44.0,18,63.62
7405,2019-01-10,8461,8130,FRANCE,77.0,8,33.01
7406,2019-01-10,8440,8110,FRANCE,78.0,5,30.57
7407,2019-01-10,8283,7961,FRANCE,59.0,7,35.82
7408,2019-01-10,8456,8126,FRANCE,77.0,11,71.57000000000001
7409,2019-01-10,8333,8007,FRANCE,44.0,14,59.92000000000001
7410,2019-01-10,8013,7705,FRANCE,93.0,11,85.54
7411,2019-01-10,8160,7845,FRANCE,33.0,25,22.72
7412,2019-01-10,8337,8011,FRANCE,33.0,20,119.06000000000002
7413,2019-01-10,8195,7877,FRANCE,63.0,17,68.49000000000001
7414,2019-01-10,8344,8018,FRANCE,64.0,25,95.02
7415,2019-01-10,7805,7510,FRANCE,24.0,3,12.26
7416,2019-01-10,8608,8265,FRANCE,44.0,5,61.11
7417,2019-01-10,8476,8145,FRANCE,75.0,8,63.13
7418,2019-01-10,7874,7576,FRANCE,38.0,14,51.12
7419,2019-01-10,8257,7937,FRANCE,38.0,16,149.55
7420,2019-01-10,8262,7942,FRANCE,27.0,3,18.5
7421,2019-01-10,8042,7734,FRANCE,51.0,20,90.06
7422,2019-01-10,8591,8251,FRANCE,28.0,16,77.51
7423,2019-01-10,7792,7497,FRANCE,74.0,5,107.13
7424,2019-01-10,7993,7686,FRANCE,69.0,9,23.02
7425,2019-01-10,7918,7618,FRANCE,24.0,5,36.17
7426,2019-01-10,7778,7483,FRANCE,24.0,7,33.3
7427,2019-01-10,7971,7666,FRANCE,75.0,5,61.66
7428,2019-01-10,8392,8064,FRANCE,69.0,5,40.36
7429,2019-01-10,8079,7769,FRANCE,94.0,11,59.39000000000001
7430,2019-01-10,8165,7850,FRANCE,46.0,6,68.03
7431,2019-01-10,8233,7914,FRANCE,27.0,16,74.87
7432,2019-01-10,8123,7811,FRANCE,1.0,1,6.37
7433,2019-01-10,7817,7522,FRANCE,27.0,2,45.32
7434,2019-01-10,8427,8097,FRANCE,63.0,8,65.53999999999999
7435,2019-01-10,7876,7578,FRANCE,74.0,9,61.13
7436,2019-01-10,8588,8248,FRANCE,68.0,20,57.92999999999999
7437,2019-01-10,8242,7923,FRANCE,57.0,13,86.42
7438,2019-01-10,8489,8158,FRANCE,89.0,4,211.51
7439,2019-01-10,7886,7587,FRANCE,47.0,9,48.720000000000006
7440,2019-01-10,8223,7904,FRANCE,77.0,25,105.39
7441,2019-01-10,8276,7954,FRANCE,34.0,13,65.97
7442,2019-01-10,8300,7976,FRANCE,79.0,17,70.61999999999999
7443,2019-01-10,8624,8280,FRANCE,62.0,2,10.98
7444,2019-01-10,8131,7819,FRANCE,18.0,7,57.30000000000001
7445,2019-01-10,8497,8166,FRANCE,69.0,20,28.81
7446,2019-01-10,8022,7714,FRANCE,20.0,20,40.85
7447,2019-01-10,8148,7834,FRANCE,64.0,14,130.06
7448,2019-01-10,8371,8044,FRANCE,69.0,14,71.28
7449,2019-01-10,7953,7649,FRANCE,94.0,16,62.81999999999999
7450,2019-01-10,8487,8156,FRANCE,29.0,8,119.2
7451,2019-01-10,7762,7467,FRANCE,17.0,7,21.77
7452,2019-01-10,8391,1516,FRANCE,75.0,5,45.91
7453,2019-01-10,7885,7586,FRANCE,21.0,4,30.06
7454,2019-01-10,8307,7983,FRANCE,19.0,25,66.19000000000001
7455,2019-01-10,7943,7642,FRANCE,78.0,10,48.91
7456,2019-01-10,7924,7624,FRANCE,25.0,13,53.92
7457,2019-01-10,7949,7646,FRANCE,95.0,3,114.89
7458,2019-01-10,8106,7795,FRANCE,44.0,12,89.13999999999999
7459,2019-01-10,8015,7707,FRANCE,33.0,7,16.18
7460,2019-01-10,7791,7496,FRANCE,56.0,37,166.48000000000002
