index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
6210,2019-01-09,7339,7064,FRANCE,13.0,6,33.77
6211,2019-01-09,6825,6577,FRANCE,59.0,15,65.94999999999999
6212,2019-01-09,7042,6787,FRANCE,59.0,26,80.50999999999999
6213,2019-01-09,7432,7151,FRANCE,62.0,4,13.63
6214,2019-01-09,7351,4288,FRANCE,19.0,5,51.71
6215,2019-01-09,6707,6467,FRANCE,20.0,9,34.940000000000005
6216,2019-01-09,6892,6642,FRANCE,50.0,26,83.88
6217,2019-01-09,6616,6384,FRANCE,7.0,12,56.67
6218,2019-01-09,6620,6388,FRANCE,1.0,26,77.36
6219,2019-01-09,7409,7130,FRANCE,36.0,26,75.61
6220,2019-01-09,7101,6846,FRANCE,69.0,14,114.95
6221,2019-01-09,6964,6710,FRANCE,27.0,7,52.36
6222,2019-01-09,7236,6967,FRANCE,45.0,9,121.78
6223,2019-01-09,7621,7333,FRANCE,76.0,14,76.6
6224,2019-01-09,7076,6821,FRANCE,39.0,3,7.96
6225,2019-01-09,6967,6713,FRANCE,67.0,14,57.08
6226,2019-01-09,6686,6446,FRANCE,33.0,5,64.09
6227,2019-01-09,7081,6826,FRANCE,6.0,4,35.0
6228,2019-01-09,7309,7036,FRANCE,35.0,2,25.89
6229,2019-01-09,6885,6635,FRANCE,7.0,35,167.1
6230,2019-01-09,7150,6892,FRANCE,75.0,13,43.67
6231,2019-01-09,7504,7222,FRANCE,64.0,9,35.730000000000004
6232,2019-01-09,7255,6985,FRANCE,17.0,2,48.86
6233,2019-01-09,7565,4674,FRANCE,71.0,3,37.9
6234,2019-01-09,6898,6647,FRANCE,68.0,8,76.59
6235,2019-01-09,7134,6877,FRANCE,72.0,7,53.7
6236,2019-01-09,7511,7229,FRANCE,29.0,15,122.93
6237,2019-01-09,7221,6956,FRANCE,33.0,7,41.31
6238,2019-01-09,7687,7395,FRANCE,54.0,21,95.64
6239,2019-01-09,7525,7243,FRANCE,57.0,3,54.71
6240,2019-01-09,6571,6340,FRANCE,74.0,14,61.65
